category,location,crop_name,year,min_price_inr,max_price_inr
Vegetables,Nalgonda,Cabbage,2021,37,55
Vegetables,Nalgonda,Cabbage,2022,51,67
Vegetables,Nalgonda,Cabbage,2023,40,60
Vegetables,Nalgonda,Cabbage,2024,28,41
Vegetables,Nalgonda,Cabbage,2025,21,36
Vegetables,Nirmal,Cabbage,2019,34,47
Vegetables,Nirmal,Cabbage,2020,30,40
Vegetables,Nirmal,Cabbage,2021,29,39
Vegetables,Nirmal,Cabbage,2022,43,56
Vegetables,Nirmal,Cabbage,2023,53,68
Vegetables,Nirmal,Cabbage,2024,51,70
Vegetables,Nirmal,Cabbage,2025,31,43
Vegetables,Nizamabad,Cabbage,2019,40,54
Vegetables,Nizamabad,Cabbage,2020,52,70
Vegetables,Nizamabad,Cabbage,2021,51,62
Vegetables,Nizamabad,Cabbage,2022,51,69
Vegetables,Nizamabad,Cabbage,2023,49,59
Vegetables,Nizamabad,Cabbage,2024,35,52
Vegetables,Nizamabad,Cabbage,2025,35,51
Vegetables,Peddapalli,Cabbage,2019,33,45
Vegetables,Peddapalli,Cabbage,2020,11,29
Vegetables,Peddapalli,Cabbage,2021,37,52
Vegetables,Peddapalli,Cabbage,2022,42,52
Vegetables,Peddapalli,Cabbage,2023,39,55
Vegetables,Peddapalli,Cabbage,2024,50,67
Vegetables,Peddapalli,Cabbage,2025,21,32
Vegetables,Rajanna Sircilla,Cabbage,2019,46,58
Vegetables,Rajanna Sircilla,Cabbage,2020,16,34
Vegetables,Rajanna Sircilla,Cabbage,2021,19,31
Vegetables,Rajanna Sircilla,Cabbage,2022,22,32
Vegetables,Rajanna Sircilla,Cabbage,2023,35,52
Vegetables,Rajanna Sircilla,Cabbage,2024,55,72
Vegetables,Rajanna Sircilla,Cabbage,2025,19,32
Vegetables,Rangareddy,Cabbage,2019,29,42
Vegetables,Rangareddy,Cabbage,2020,38,55
Vegetables,Rangareddy,Cabbage,2021,29,47
Vegetables,Rangareddy,Cabbage,2022,32,42
Vegetables,Rangareddy,Cabbage,2023,42,58
Vegetables,Rangareddy,Cabbage,2024,44,54
Vegetables,Rangareddy,Cabbage,2025,49,63
Vegetables,Sangareddy,Cabbage,2019,51,62
Vegetables,Sangareddy,Cabbage,2020,40,58
Vegetables,Sangareddy,Cabbage,2021,35,47
Vegetables,Sangareddy,Cabbage,2022,53,71
Vegetables,Sangareddy,Cabbage,2023,27,45
Vegetables,Sangareddy,Cabbage,2024,32,43
Vegetables,Sangareddy,Cabbage,2025,21,36
Vegetables,Siddipet,Cabbage,2019,20,33
Vegetables,Siddipet,Cabbage,2020,40,52
Vegetables,Siddipet,Cabbage,2021,47,59
Vegetables,Siddipet,Cabbage,2022,44,59
Vegetables,Siddipet,Cabbage,2023,23,39
Vegetables,Siddipet,Cabbage,2024,21,39
Vegetables,Siddipet,Cabbage,2025,36,55
Vegetables,Suryapet,Cabbage,2019,30,48
Vegetables,Suryapet,Cabbage,2020,28,48
Vegetables,Suryapet,Cabbage,2021,39,56
Vegetables,Suryapet,Cabbage,2022,25,40
Vegetables,Suryapet,Cabbage,2023,23,33
Vegetables,Suryapet,Cabbage,2024,20,33
Vegetables,Suryapet,Cabbage,2025,32,46
Vegetables,Vikarabad,Cabbage,2019,30,41
Vegetables,Vikarabad,Cabbage,2020,32,46
Vegetables,Vikarabad,Cabbage,2021,29,48
Vegetables,Vikarabad,Cabbage,2022,20,34
Vegetables,Vikarabad,Cabbage,2023,30,43
Vegetables,Vikarabad,Cabbage,2024,25,39
Vegetables,Vikarabad,Cabbage,2025,41,55
Vegetables,Warangal Rural,Cabbage,2019,37,53
Vegetables,Warangal Rural,Cabbage,2020,43,61
Vegetables,Warangal Rural,Cabbage,2021,60,71
Vegetables,Warangal Rural,Cabbage,2022,40,50
Vegetables,Warangal Rural,Cabbage,2023,30,45
Vegetables,Warangal Rural,Cabbage,2024,47,58
Vegetables,Warangal Rural,Cabbage,2025,41,52
Vegetables,Warangal Urban,Cabbage,2019,52,63
Vegetables,Warangal Urban,Cabbage,2020,34,44
Vegetables,Warangal Urban,Cabbage,2021,30,45
Vegetables,Warangal Urban,Cabbage,2022,40,55
Vegetables,Warangal Urban,Cabbage,2023,30,44
Vegetables,Warangal Urban,Cabbage,2024,49,65
Vegetables,Warangal Urban,Cabbage,2025,44,58
Vegetables,Wanaparthy,Cabbage,2019,24,37
Vegetables,Wanaparthy,Cabbage,2020,29,48
Vegetables,Wanaparthy,Cabbage,2021,26,45
Vegetables,Wanaparthy,Cabbage,2022,48,63
Vegetables,Wanaparthy,Cabbage,2023,34,52
Vegetables,Wanaparthy,Cabbage,2024,19,37
Vegetables,Wanaparthy,Cabbage,2025,37,51
Vegetables,Yadadri Bhuvanagiri,Cabbage,2019,44,55
Vegetables,Yadadri Bhuvanagiri,Cabbage,2020,48,58
Vegetables,Yadadri Bhuvanagiri,Cabbage,2021,43,57
Vegetables,Yadadri Bhuvanagiri,Cabbage,2022,20,40
Vegetables,Yadadri Bhuvanagiri,Cabbage,2023,30,50
Vegetables,Yadadri Bhuvanagiri,Cabbage,2024,34,49
Vegetables,Yadadri Bhuvanagiri,Cabbage,2025,42,52
Vegetables,Adilabad,Cauliflower,2019,29,48
Vegetables,Adilabad,Cauliflower,2020,47,60
Vegetables,Adilabad,Cauliflower,2021,20,40
Vegetables,Adilabad,Cauliflower,2022,26,38
Vegetables,Adilabad,Cauliflower,2023,45,56
Vegetables,Adilabad,Cauliflower,2024,25,37
Vegetables,Adilabad,Cauliflower,2025,27,41
Vegetables,Bhadradri Kothagudem,Cauliflower,2019,24,42
Vegetables,Bhadradri Kothagudem,Cauliflower,2020,16,31
Vegetables,Bhadradri Kothagudem,Cauliflower,2021,20,40
Vegetables,Bhadradri Kothagudem,Cauliflower,2022,36,53
Vegetables,Bhadradri Kothagudem,Cauliflower,2023,27,46
Vegetables,Bhadradri Kothagudem,Cauliflower,2024,39,55
Vegetables,Bhadradri Kothagudem,Cauliflower,2025,36,55
Vegetables,Hyderabad,Cauliflower,2019,39,55
Vegetables,Hyderabad,Cauliflower,2020,55,71
Vegetables,Hyderabad,Cauliflower,2021,38,56
Vegetables,Hyderabad,Cauliflower,2022,35,53
Vegetables,Hyderabad,Cauliflower,2023,43,53
Vegetables,Hyderabad,Cauliflower,2024,38,49
Vegetables,Hyderabad,Cauliflower,2025,56,76
Vegetables,Jagtial,Cauliflower,2019,50,60
Vegetables,Jagtial,Cauliflower,2020,48,61
Vegetables,Jagtial,Cauliflower,2021,35,52
Vegetables,Jagtial,Cauliflower,2022,18,37
Vegetables,Jagtial,Cauliflower,2023,24,34
Vegetables,Jagtial,Cauliflower,2024,40,52
Vegetables,Jagtial,Cauliflower,2025,46,66
Vegetables,Jangaon,Cauliflower,2019,37,55
Vegetables,Jangaon,Cauliflower,2020,43,54
Vegetables,Jangaon,Cauliflower,2021,29,43
Vegetables,Jangaon,Cauliflower,2022,57,74
Vegetables,Jangaon,Cauliflower,2023,40,52
Vegetables,Jangaon,Cauliflower,2024,36,46
Vegetables,Jangaon,Cauliflower,2025,44,58
Vegetables,Jayashankar Bhupalapally,Cauliflower,2019,38,49
Vegetables,Jayashankar Bhupalapally,Cauliflower,2020,15,26
Vegetables,Jayashankar Bhupalapally,Cauliflower,2021,38,57
Vegetables,Jayashankar Bhupalapally,Cauliflower,2022,43,57
Vegetables,Jayashankar Bhupalapally,Cauliflower,2023,27,41
Vegetables,Jayashankar Bhupalapally,Cauliflower,2024,30,40
Vegetables,Jayashankar Bhupalapally,Cauliflower,2025,39,52
Vegetables,Jogulamba Gadwal,Cauliflower,2019,41,55
Vegetables,Jogulamba Gadwal,Cauliflower,2020,35,51
Vegetables,Jogulamba Gadwal,Cauliflower,2021,29,47
Vegetables,Jogulamba Gadwal,Cauliflower,2022,37,55
Vegetables,Jogulamba Gadwal,Cauliflower,2023,50,60
Vegetables,Jogulamba Gadwal,Cauliflower,2024,32,44
Vegetables,Jogulamba Gadwal,Cauliflower,2025,35,54
Vegetables,Kumram Bheem Asifabad,Cauliflower,2019,47,66
Vegetables,Kumram Bheem Asifabad,Cauliflower,2020,25,40
Vegetables,Kumram Bheem Asifabad,Cauliflower,2021,32,49
Vegetables,Kumram Bheem Asifabad,Cauliflower,2022,26,40
Vegetables,Kumram Bheem Asifabad,Cauliflower,2023,46,56
Vegetables,Kumram Bheem Asifabad,Cauliflower,2024,34,46
Vegetables,Kumram Bheem Asifabad,Cauliflower,2025,42,56
Vegetables,Khammam,Cauliflower,2019,42,62
Vegetables,Khammam,Cauliflower,2020,39,55
Vegetables,Khammam,Cauliflower,2021,48,62
Vegetables,Khammam,Cauliflower,2022,45,57
Vegetables,Khammam,Cauliflower,2023,50,67
Vegetables,Khammam,Cauliflower,2024,20,32
Vegetables,Khammam,Cauliflower,2025,55,66
Vegetables,Karimnagar,Cauliflower,2019,32,52
Vegetables,Karimnagar,Cauliflower,2020,33,48
Vegetables,Karimnagar,Cauliflower,2021,32,52
Vegetables,Karimnagar,Cauliflower,2022,28,43
Vegetables,Karimnagar,Cauliflower,2023,38,56
Vegetables,Karimnagar,Cauliflower,2024,35,54
Vegetables,Karimnagar,Cauliflower,2025,29,42
Vegetables,Kothagudem,Cauliflower,2019,35,52
Vegetables,Kothagudem,Cauliflower,2020,26,46
Vegetables,Kothagudem,Cauliflower,2021,38,48
Vegetables,Kothagudem,Cauliflower,2022,46,60
Vegetables,Kothagudem,Cauliflower,2023,50,63
Vegetables,Kothagudem,Cauliflower,2024,52,66
Vegetables,Kothagudem,Cauliflower,2025,13,29
Vegetables,Mahabubnagar,Cauliflower,2019,47,62
Vegetables,Mahabubnagar,Cauliflower,2020,50,67
Vegetables,Mahabubnagar,Cauliflower,2021,38,49
Vegetables,Mahabubnagar,Cauliflower,2022,30,50
Vegetables,Mahabubnagar,Cauliflower,2023,45,64
Vegetables,Mahabubnagar,Cauliflower,2024,30,50
Vegetables,Mahabubnagar,Cauliflower,2025,32,48
Vegetables,Mancherial,Cauliflower,2019,24,43
Vegetables,Mancherial,Cauliflower,2020,34,45
Vegetables,Mancherial,Cauliflower,2021,18,37
Vegetables,Mancherial,Cauliflower,2022,26,40
Vegetables,Mancherial,Cauliflower,2023,34,53
Vegetables,Mancherial,Cauliflower,2024,46,61
Vegetables,Mancherial,Cauliflower,2025,15,32
Vegetables,Medak,Cauliflower,2019,44,61
Vegetables,Medak,Cauliflower,2020,40,60
Vegetables,Medak,Cauliflower,2021,15,28
Vegetables,Medak,Cauliflower,2022,22,32
Vegetables,Medak,Cauliflower,2023,27,44
Vegetables,Medak,Cauliflower,2024,43,58
Vegetables,Medak,Cauliflower,2025,33,51
Vegetables,Medchal–Malkajgiri,Cauliflower,2019,39,53
Vegetables,Medchal–Malkajgiri,Cauliflower,2020,17,36
Vegetables,Medchal–Malkajgiri,Cauliflower,2021,33,43
Vegetables,Medchal–Malkajgiri,Cauliflower,2022,26,40
Vegetables,Medchal–Malkajgiri,Cauliflower,2023,25,39
Vegetables,Medchal–Malkajgiri,Cauliflower,2024,41,58
Vegetables,Medchal–Malkajgiri,Cauliflower,2025,38,57
Vegetables,Mulugu,Cauliflower,2019,48,62
Vegetables,Mulugu,Cauliflower,2020,26,43
Vegetables,Mulugu,Cauliflower,2021,28,45
Vegetables,Mulugu,Cauliflower,2022,21,37
Vegetables,Mulugu,Cauliflower,2023,24,34
Vegetables,Mulugu,Cauliflower,2024,31,44
Vegetables,Mulugu,Cauliflower,2025,17,30
Vegetables,Nagarkurnool,Cauliflower,2019,21,37
Vegetables,Nagarkurnool,Cauliflower,2020,36,47
Vegetables,Nagarkurnool,Cauliflower,2021,38,48
Vegetables,Nagarkurnool,Cauliflower,2022,52,72
Vegetables,Nagarkurnool,Cauliflower,2023,41,60
Vegetables,Nagarkurnool,Cauliflower,2024,27,45
Vegetables,Nagarkurnool,Cauliflower,2025,29,41
Vegetables,Nalgonda,Cauliflower,2019,31,43
Vegetables,Nalgonda,Cauliflower,2020,44,60
Vegetables,Nalgonda,Cauliflower,2021,32,44
Vegetables,Nalgonda,Cauliflower,2022,29,49
Vegetables,Nalgonda,Cauliflower,2023,30,46
Vegetables,Nalgonda,Cauliflower,2024,42,56
Vegetables,Nalgonda,Cauliflower,2025,40,57
Vegetables,Nirmal,Cauliflower,2019,35,47
Vegetables,Nirmal,Cauliflower,2020,54,72
Vegetables,Nirmal,Cauliflower,2021,53,72
Vegetables,Nirmal,Cauliflower,2022,51,68
Vegetables,Nirmal,Cauliflower,2023,16,28
Vegetables,Nirmal,Cauliflower,2024,26,43
Vegetables,Nirmal,Cauliflower,2025,49,67
Vegetables,Nizamabad,Cauliflower,2019,32,47
Vegetables,Nizamabad,Cauliflower,2020,32,52
Vegetables,Nizamabad,Cauliflower,2021,44,61
Vegetables,Nizamabad,Cauliflower,2022,33,50
Vegetables,Nizamabad,Cauliflower,2023,50,68
Vegetables,Nizamabad,Cauliflower,2024,35,46
Vegetables,Nizamabad,Cauliflower,2025,35,55
Vegetables,Peddapalli,Cauliflower,2019,23,43
Vegetables,Peddapalli,Cauliflower,2020,21,35
Vegetables,Peddapalli,Cauliflower,2021,36,55
Vegetables,Peddapalli,Cauliflower,2022,22,33
Vegetables,Peddapalli,Cauliflower,2023,44,61
Vegetables,Peddapalli,Cauliflower,2024,40,53
Vegetables,Peddapalli,Cauliflower,2025,50,67
Vegetables,Rajanna Sircilla,Cauliflower,2019,27,37
Vegetables,Rajanna Sircilla,Cauliflower,2020,55,67
Vegetables,Rajanna Sircilla,Cauliflower,2021,23,33
Vegetables,Rajanna Sircilla,Cauliflower,2022,31,44
Vegetables,Rajanna Sircilla,Cauliflower,2023,25,38
Vegetables,Rajanna Sircilla,Cauliflower,2024,23,39
Vegetables,Rajanna Sircilla,Cauliflower,2025,40,55
Vegetables,Rangareddy,Cauliflower,2019,57,67
Vegetables,Rangareddy,Cauliflower,2020,39,55
Vegetables,Rangareddy,Cauliflower,2021,48,61
Vegetables,Rangareddy,Cauliflower,2022,30,41
Vegetables,Rangareddy,Cauliflower,2023,46,56
Vegetables,Rangareddy,Cauliflower,2024,44,63
Vegetables,Rangareddy,Cauliflower,2025,30,48
Vegetables,Sangareddy,Cauliflower,2019,37,50
Vegetables,Sangareddy,Cauliflower,2020,29,39
Vegetables,Sangareddy,Cauliflower,2021,24,34
Vegetables,Sangareddy,Cauliflower,2022,45,62
Vegetables,Sangareddy,Cauliflower,2023,36,56
Vegetables,Sangareddy,Cauliflower,2024,41,60
Vegetables,Sangareddy,Cauliflower,2025,26,43
Vegetables,Siddipet,Cauliflower,2019,39,55
Vegetables,Siddipet,Cauliflower,2020,27,40
Vegetables,Siddipet,Cauliflower,2021,37,52
Vegetables,Siddipet,Cauliflower,2022,47,65
Vegetables,Siddipet,Cauliflower,2023,11,28
Vegetables,Siddipet,Cauliflower,2024,43,60
Vegetables,Siddipet,Cauliflower,2025,45,55
Vegetables,Suryapet,Cauliflower,2019,33,51
Vegetables,Suryapet,Cauliflower,2020,40,50
Vegetables,Suryapet,Cauliflower,2021,49,59
Vegetables,Suryapet,Cauliflower,2022,16,26
Vegetables,Suryapet,Cauliflower,2023,24,40
Vegetables,Suryapet,Cauliflower,2024,13,24
Vegetables,Suryapet,Cauliflower,2025,39,49
Vegetables,Vikarabad,Cauliflower,2019,37,55
Vegetables,Vikarabad,Cauliflower,2020,45,59
Vegetables,Vikarabad,Cauliflower,2021,35,53
Vegetables,Vikarabad,Cauliflower,2022,21,40
Vegetables,Vikarabad,Cauliflower,2023,34,48
Vegetables,Vikarabad,Cauliflower,2024,19,37
Vegetables,Vikarabad,Cauliflower,2025,28,41
Vegetables,Warangal Rural,Cauliflower,2019,21,33
Vegetables,Warangal Rural,Cauliflower,2020,42,60
Vegetables,Warangal Rural,Cauliflower,2021,22,32
Vegetables,Warangal Rural,Cauliflower,2022,21,31
Vegetables,Warangal Rural,Cauliflower,2023,36,56
Vegetables,Warangal Rural,Cauliflower,2024,47,58
Vegetables,Warangal Rural,Cauliflower,2025,48,59
Vegetables,Warangal Urban,Cauliflower,2019,44,62
Vegetables,Warangal Urban,Cauliflower,2020,24,34
Vegetables,Warangal Urban,Cauliflower,2021,41,57
Vegetables,Warangal Urban,Cauliflower,2022,25,42
Vegetables,Warangal Urban,Cauliflower,2023,34,48
Vegetables,Warangal Urban,Cauliflower,2024,27,45
Vegetables,Warangal Urban,Cauliflower,2025,35,54
Vegetables,Wanaparthy,Cauliflower,2019,50,65
Vegetables,Wanaparthy,Cauliflower,2020,37,51
Vegetables,Wanaparthy,Cauliflower,2021,20,31
Vegetables,Wanaparthy,Cauliflower,2022,40,52
Vegetables,Wanaparthy,Cauliflower,2023,40,52
Vegetables,Wanaparthy,Cauliflower,2024,17,37
Vegetables,Wanaparthy,Cauliflower,2025,40,52
Vegetables,Yadadri Bhuvanagiri,Cauliflower,2019,26,37
Vegetables,Yadadri Bhuvanagiri,Cauliflower,2020,15,35
Vegetables,Yadadri Bhuvanagiri,Cauliflower,2021,24,37
Vegetables,Yadadri Bhuvanagiri,Cauliflower,2022,44,56
Vegetables,Yadadri Bhuvanagiri,Cauliflower,2023,32,49
Vegetables,Yadadri Bhuvanagiri,Cauliflower,2024,29,47
Vegetables,Yadadri Bhuvanagiri,Cauliflower,2025,46,64
Oilseeds,Adilabad,Groundnut,2019,44,57
Oilseeds,Adilabad,Groundnut,2020,23,37
Oilseeds,Adilabad,Groundnut,2021,47,58
Oilseeds,Adilabad,Groundnut,2022,33,53
Oilseeds,Adilabad,Groundnut,2023,50,66
Oilseeds,Adilabad,Groundnut,2024,29,40
Oilseeds,Adilabad,Groundnut,2025,55,67
Oilseeds,Bhadradri Kothagudem,Groundnut,2019,21,41
Oilseeds,Bhadradri Kothagudem,Groundnut,2020,48,59
Oilseeds,Bhadradri Kothagudem,Groundnut,2021,14,27
Oilseeds,Bhadradri Kothagudem,Groundnut,2022,41,52
Oilseeds,Bhadradri Kothagudem,Groundnut,2023,20,33
Oilseeds,Bhadradri Kothagudem,Groundnut,2024,35,54
Oilseeds,Bhadradri Kothagudem,Groundnut,2025,26,45
Oilseeds,Hyderabad,Groundnut,2019,31,46
Oilseeds,Hyderabad,Groundnut,2020,59,71
Oilseeds,Hyderabad,Groundnut,2021,27,42
Oilseeds,Hyderabad,Groundnut,2022,45,59
Oilseeds,Hyderabad,Groundnut,2023,27,41
Oilseeds,Hyderabad,Groundnut,2024,54,69
Oilseeds,Hyderabad,Groundnut,2025,41,51
Oilseeds,Jagtial,Groundnut,2019,44,64
Oilseeds,Jagtial,Groundnut,2020,41,60
Oilseeds,Jagtial,Groundnut,2021,53,68
Oilseeds,Jagtial,Groundnut,2022,29,49
Oilseeds,Jagtial,Groundnut,2023,31,47
Oilseeds,Jagtial,Groundnut,2024,41,52
Oilseeds,Jagtial,Groundnut,2025,30,45
Oilseeds,Jangaon,Groundnut,2019,35,50
Oilseeds,Jangaon,Groundnut,2020,47,63
Oilseeds,Jangaon,Groundnut,2021,25,37
Oilseeds,Jangaon,Groundnut,2022,30,41
Oilseeds,Jangaon,Groundnut,2023,27,43
Oilseeds,Jangaon,Groundnut,2024,16,36
Oilseeds,Jangaon,Groundnut,2025,44,57
Oilseeds,Jayashankar Bhupalapally,Groundnut,2019,24,44
Oilseeds,Jayashankar Bhupalapally,Groundnut,2020,33,53
Oilseeds,Jayashankar Bhupalapally,Groundnut,2021,48,67
Oilseeds,Jayashankar Bhupalapally,Groundnut,2022,29,41
Oilseeds,Jayashankar Bhupalapally,Groundnut,2023,42,54
Oilseeds,Jayashankar Bhupalapally,Groundnut,2024,39,51
Oilseeds,Jayashankar Bhupalapally,Groundnut,2025,28,40
Oilseeds,Jogulamba Gadwal,Groundnut,2019,12,30
Oilseeds,Jogulamba Gadwal,Groundnut,2020,42,58
Oilseeds,Jogulamba Gadwal,Groundnut,2021,45,60
Oilseeds,Jogulamba Gadwal,Groundnut,2022,33,52
Oilseeds,Jogulamba Gadwal,Groundnut,2023,28,38
Oilseeds,Jogulamba Gadwal,Groundnut,2024,37,49
Oilseeds,Jogulamba Gadwal,Groundnut,2025,21,37
Oilseeds,Kumram Bheem Asifabad,Groundnut,2019,30,48
Oilseeds,Kumram Bheem Asifabad,Groundnut,2020,41,54
Oilseeds,Kumram Bheem Asifabad,Groundnut,2021,45,58
Oilseeds,Kumram Bheem Asifabad,Groundnut,2022,19,36
Oilseeds,Kumram Bheem Asifabad,Groundnut,2023,37,47
Oilseeds,Kumram Bheem Asifabad,Groundnut,2024,32,52
Oilseeds,Kumram Bheem Asifabad,Groundnut,2025,33,52
Oilseeds,Khammam,Groundnut,2019,35,48
Oilseeds,Khammam,Groundnut,2020,26,42
Oilseeds,Khammam,Groundnut,2021,49,66
Oilseeds,Khammam,Groundnut,2022,14,24
Oilseeds,Khammam,Groundnut,2023,39,53
Oilseeds,Khammam,Groundnut,2024,25,35
Oilseeds,Khammam,Groundnut,2025,12,24
Oilseeds,Karimnagar,Groundnut,2019,44,54
Oilseeds,Karimnagar,Groundnut,2020,55,67
Oilseeds,Karimnagar,Groundnut,2021,46,59
Oilseeds,Karimnagar,Groundnut,2022,41,54
Oilseeds,Karimnagar,Groundnut,2023,45,63
Oilseeds,Karimnagar,Groundnut,2024,44,58
Oilseeds,Karimnagar,Groundnut,2025,40,59
Oilseeds,Kothagudem,Groundnut,2019,44,63
Oilseeds,Kothagudem,Groundnut,2020,39,55
Oilseeds,Kothagudem,Groundnut,2021,29,48
Oilseeds,Kothagudem,Groundnut,2022,35,45
Oilseeds,Kothagudem,Groundnut,2023,37,47
Oilseeds,Kothagudem,Groundnut,2024,58,73
Oilseeds,Kothagudem,Groundnut,2025,24,38
Oilseeds,Mahabubnagar,Groundnut,2019,39,55
Oilseeds,Mahabubnagar,Groundnut,2020,28,39
Oilseeds,Mahabubnagar,Groundnut,2021,41,58
Oilseeds,Mahabubnagar,Groundnut,2022,40,59
Oilseeds,Mahabubnagar,Groundnut,2023,34,44
Oilseeds,Mahabubnagar,Groundnut,2024,46,63
Oilseeds,Mahabubnagar,Groundnut,2025,29,46
Oilseeds,Mancherial,Groundnut,2019,43,57
Oilseeds,Mancherial,Groundnut,2020,45,59
Oilseeds,Mancherial,Groundnut,2021,29,49
Oilseeds,Mancherial,Groundnut,2022,30,49
Oilseeds,Mancherial,Groundnut,2023,35,49
Oilseeds,Mancherial,Groundnut,2024,24,34
Oilseeds,Mancherial,Groundnut,2025,30,43
Oilseeds,Medak,Groundnut,2019,30,49
Oilseeds,Medak,Groundnut,2020,31,50
Oilseeds,Medak,Groundnut,2021,38,54
Oilseeds,Medak,Groundnut,2022,32,51
Oilseeds,Medak,Groundnut,2023,48,66
Oilseeds,Medak,Groundnut,2024,39,51
Oilseeds,Medak,Groundnut,2025,14,27
Oilseeds,Medchal–Malkajgiri,Groundnut,2019,30,48
Oilseeds,Medchal–Malkajgiri,Groundnut,2020,18,35
Oilseeds,Medchal–Malkajgiri,Groundnut,2021,17,32
Oilseeds,Medchal–Malkajgiri,Groundnut,2022,23,37
Oilseeds,Medchal–Malkajgiri,Groundnut,2023,27,38
Oilseeds,Medchal–Malkajgiri,Groundnut,2024,49,69
Oilseeds,Medchal–Malkajgiri,Groundnut,2025,57,72
Oilseeds,Mulugu,Groundnut,2019,45,64
Oilseeds,Mulugu,Groundnut,2020,27,40
Oilseeds,Mulugu,Groundnut,2021,16,26
Oilseeds,Mulugu,Groundnut,2022,48,65
Oilseeds,Mulugu,Groundnut,2023,32,47
Oilseeds,Mulugu,Groundnut,2024,38,53
Oilseeds,Mulugu,Groundnut,2025,19,34
Oilseeds,Nagarkurnool,Groundnut,2019,23,36
Oilseeds,Nagarkurnool,Groundnut,2020,36,49
Oilseeds,Nagarkurnool,Groundnut,2021,56,67
Oilseeds,Nagarkurnool,Groundnut,2022,46,56
Oilseeds,Nagarkurnool,Groundnut,2023,30,42
Oilseeds,Nagarkurnool,Groundnut,2024,36,47
Oilseeds,Nagarkurnool,Groundnut,2025,35,49
Oilseeds,Nalgonda,Groundnut,2019,35,51
Oilseeds,Nalgonda,Groundnut,2020,42,62
Oilseeds,Nalgonda,Groundnut,2021,24,37
Oilseeds,Nalgonda,Groundnut,2022,33,44
Oilseeds,Nalgonda,Groundnut,2023,21,34
Oilseeds,Nalgonda,Groundnut,2024,34,47
Oilseeds,Nalgonda,Groundnut,2025,22,39
Oilseeds,Nirmal,Groundnut,2019,47,57
Oilseeds,Nirmal,Groundnut,2020,48,67
Oilseeds,Nirmal,Groundnut,2021,25,37
Oilseeds,Nirmal,Groundnut,2022,28,40
Oilseeds,Nirmal,Groundnut,2023,43,53
Oilseeds,Nirmal,Groundnut,2024,19,39
Oilseeds,Nirmal,Groundnut,2025,48,64
Oilseeds,Nizamabad,Groundnut,2019,24,44
Oilseeds,Nizamabad,Groundnut,2020,51,70
Oilseeds,Nizamabad,Groundnut,2021,38,50
Oilseeds,Nizamabad,Groundnut,2022,46,62
Oilseeds,Nizamabad,Groundnut,2023,55,75
Oilseeds,Nizamabad,Groundnut,2024,18,37
Oilseeds,Nizamabad,Groundnut,2025,19,34
Oilseeds,Peddapalli,Groundnut,2019,45,64
Oilseeds,Peddapalli,Groundnut,2020,35,47
Oilseeds,Peddapalli,Groundnut,2021,45,65
Oilseeds,Peddapalli,Groundnut,2022,47,67
Oilseeds,Peddapalli,Groundnut,2023,49,69
Oilseeds,Peddapalli,Groundnut,2024,23,35
Oilseeds,Peddapalli,Groundnut,2025,27,37
Oilseeds,Rajanna Sircilla,Groundnut,2019,44,61
Oilseeds,Rajanna Sircilla,Groundnut,2020,32,42
Oilseeds,Rajanna Sircilla,Groundnut,2021,44,58
Oilseeds,Rajanna Sircilla,Groundnut,2022,44,62
Oilseeds,Rajanna Sircilla,Groundnut,2023,43,54
Oilseeds,Rajanna Sircilla,Groundnut,2024,36,55
Oilseeds,Rajanna Sircilla,Groundnut,2025,42,56
Oilseeds,Rangareddy,Groundnut,2019,33,49
Oilseeds,Rangareddy,Groundnut,2020,40,53
Oilseeds,Rangareddy,Groundnut,2021,34,47
Oilseeds,Rangareddy,Groundnut,2022,36,56
Oilseeds,Rangareddy,Groundnut,2023,25,36
Oilseeds,Rangareddy,Groundnut,2024,28,40
Oilseeds,Rangareddy,Groundnut,2025,25,43
Oilseeds,Sangareddy,Groundnut,2019,47,57
Oilseeds,Sangareddy,Groundnut,2020,15,35
Oilseeds,Sangareddy,Groundnut,2021,36,56
Oilseeds,Sangareddy,Groundnut,2022,36,49
Oilseeds,Sangareddy,Groundnut,2023,16,30
Oilseeds,Sangareddy,Groundnut,2024,41,58
Oilseeds,Sangareddy,Groundnut,2025,44,56
Oilseeds,Siddipet,Groundnut,2019,46,60
Oilseeds,Siddipet,Groundnut,2020,25,38
Oilseeds,Siddipet,Groundnut,2021,37,48
Oilseeds,Siddipet,Groundnut,2022,33,52
Oilseeds,Siddipet,Groundnut,2023,36,55
Oilseeds,Siddipet,Groundnut,2024,38,52
Oilseeds,Siddipet,Groundnut,2025,46,61
Oilseeds,Suryapet,Groundnut,2019,59,79
Oilseeds,Suryapet,Groundnut,2020,34,53
Oilseeds,Suryapet,Groundnut,2021,56,74
Oilseeds,Suryapet,Groundnut,2022,33,47
Oilseeds,Suryapet,Groundnut,2023,39,56
Oilseeds,Suryapet,Groundnut,2024,35,54
Oilseeds,Suryapet,Groundnut,2025,40,54
Oilseeds,Vikarabad,Groundnut,2019,27,40
Oilseeds,Vikarabad,Groundnut,2020,51,63
Oilseeds,Vikarabad,Groundnut,2021,17,37
Oilseeds,Vikarabad,Groundnut,2022,26,39
Oilseeds,Vikarabad,Groundnut,2023,35,53
Oilseeds,Vikarabad,Groundnut,2024,49,64
