RecordID,Restaurant Name,City,Entrée Description
15847,Josey's Restaurant,Salem,"filled with two eggs and choice of diced bacon, sausage or ham. seasoned home fries with bell peppers, onions and monterey jack cheese. served with sour cream, guacamole and homemade salsa on the side, if you want them."
15850,Gabby's Cafe,Cincinnati,"scrambled eggs, cheese, green peppers, tomatoes, jalapeno peppers and onions wrapped in a flour tortilla and topped with salsa, cheese, and sour cream, hash brown potatoes"
15890,Arctic Breakaway Restaurant,Chelsea,"seasoned shredded beef, cilantro rice, black beans and tomatoes wrapped and smothered with cheddar cheese and enchilada sauce. served with sour cream and salsa"
15891,Blue Agave,Chicago,"your choice of meat stuffed in a tortilla with potatoes, cheese, black beans, avocado, lettuce and pica de gallo salsa topped with tomatillo salsa"
15894,Cafe Gratitude,Los Angeles,"local brown rice rice or quinoa, black beans, salsa fresca, avocado, cashew nacho cheese, toasted pumpkin seeds, side of four corn tortillas"
15895,Cafe Gratitude,Los Angeles,"sprouted probiotic brown rice or quinoa, black beans, salsa fresca, avocado, cashew nacho cheese, toasted pumpkin seeds, side of four corn tortillas"
15896,Cafe Gratitude,Los Angeles,"seasoned pinto beans, grilled portobello mushrooms, butternut squash, seasonal pico de gallo, creamy cashew salsa verde, raw cacao mole, avocado, side of mexican coleslaw and radishes"
15899,The Incredible Cafe,San Diego,"grilled chicken breast, iceberg lettuce, tomato, onion, black olive, avocado, jack and cheddar cheese, sour cream in a tortilla shell with warm pinto beans and homemade salsa."
15913,Blue Corn Cafe and Brewery,Santa Fe,"three homemade blue corn shells filled with ground beef or chicken and garnished with lettuce, cheese and tomato. served with flame roasted salsa."
15915,Blue Corn Cafe and Brewery,Santa Fe,"a traditional native american fry bread topped with pinto beans, cheese, lettuce, tomato, sour cream, guacamole and a side dish of chile."
15916,Town House Restaurant,Uvalde,seasoned ground beef or shredded chicken meat tacos served on soft corn tortillas or in crispy taco shells with shredded lettuce and diced tomatoes
15918,Monk's Bar And Grill,Middleton,"lightly battered mahi mahi strips, fresh asian cabbage mix and topped off with a flavorful chipotle aioli. served with fresh lime wedges. potato not included. choose two or three tacos"
15919,Monk's Bar And Grill,Middleton,"lightly breaded shrimp topped with a fresh asian cabbage mix, salsa, and our homemade green chili mayo stuffed into flour tortillas. served with fresh lime wedges. potato does not come with this item. choose from two or three tacos"
15960,@7th Restaurant,Charlotte,3 flour tortilla topped with slaw tossed in an avocado cream sauce and garnished with hand batter or gill whiting fish
15961,@7th Restaurant,Charlotte,3 flour tortilla topped with slaw tossed in an avocado cream sauce and garnished with hand battered or grill shrimp
15971,Rio Cafe,Astoria,"shredded chicken simmered with smoky chipotle salsa, onion and chiles. rolled in a flour tortilla and topped with sala and mexican cheeses"
15972,Rio Cafe,Astoria,"tender shredded beef simmered with chiles, onions, spices and rolled in a flour tortilla topped with salsa verde. served with rice and beans"
15973,Rio Cafe,Astoria,"tender stewed pork in onions, chilies and tomatillos. rolled in a flour tortilla topped with salsa verde and mexican cheeses"
15974,Rio Cafe,Astoria,two homemade tortillpinto beans and mexican cheeses wrapped in a flour tortilla and oven baked with salsa fresca and cheese. served with rice
15975,Rio Cafe,Astoria,"tender fresh vegetables, black and pinto beans, cheese and salas fresca rolled in a flour tortilla. topped with lettuce, cabbage and tomatoes"
15977,Rio Cafe,Astoria,"tender shredded beef and pinto beans simmered in salsa fresca, wrapped in a flour tortilla and topped with mexican cheeses. served with rice"
15978,Rio Cafe,Astoria,soft pinto bean and mexican cheese burrito topped with lettuce and pico de gallo salsa. served with rice
15979,Rio Cafe,Astoria,"shredded chicken, beans and cheese rolled in a flour tortilla topped with salsa fresca and mexican cheese. served with rice"
15980,Rio Cafe,Astoria,"two homemade tortillas with cabbage, shredded chicken and topped with melted mexican cheeses served with rice and beans"
15981,Rio Cafe,Astoria,shredded chicken sauteed in fresh salsa verde wrapped in a flour tortilla and topped with mexican cheeses
15983,Rio Cafe,Astoria,"two homemade tortillas lightly fried, then topped with cabbage, grilled steak, cilantro, and cotija cheese. served with rice and beans"
15986,Lava Lava Beach Club,Kailua Kona,"eggs, red bell peppers, bacon, french fried potatoes, spinach onion, chipotle sour cream, pico de gallo, fresh fruit"
15987,Eller's Restaurant,Cherry Valley,"rib eye and strip steak seasoned and slow roasted blended with veggies, beans and cheddar cheese rolled in a tortilla wrap served crispy and topped with a spicy cheese sauce and a side of white rice."
15989,Eller's Restaurant,Cherry Valley,"three eggs scrambled with sausage, onions, peppers and cheddar cheese rolled in a flour tortilla. topped with salsa and served with homefries"
15996,Mcdonald's In Walmart,Chandler,"all the things you want - scrambled eggs, potato-vegetable blend, sausage, cheese-wrapped in a tortilla, plus crispy golden hash browns and a small premium roast coffee."
15998,Mcdonald's In Walmart,Chandler,"spice up your morning with two sausage burritos, plus crispy golden hash browns and a small premium roast coffee."
16011,Kintaro Japanese Sushi & Hibachi Steak House,Minneapolis,"grilled beef, onion, sesame seeds, lettuce, ginger guac, pickled radish, cilantro, spicy mayo and ponzu sauce"
16023,Castle Ranch Steakhouse,Price,"two grade a eggs scrambled with onion, peppers, bacon, crisp potatoes and shredded cheese stuffed into a warm flour tortilla"
16028,Sunset House,Cody,"scrambled eggs, onions, peppers, tomatoes and jack cheese with your choice of sausage, ham, or bacon rolled in a flour tortilla covered with homemade green chili and served with hash browns"
16037,Sivas,Atlanta,"grilled spicy ground beef and lamb, onions, tomatoes, parsley, and rice wrapped with homemade tortilla. served with a side greek salad"
16048,3 Amigos,Woodland Hills,"two tacos with lightly breaded pollack, chipotle sauce, cabbage, and pico de gallo, served with rice and beans"
16049,3 Amigos,Woodland Hills,"two tacos with charbroiled mahi mahi, chipotle salsa, cabbage, and pico de gallo, served with rice and beans."
16054,Gunsmoke Country Grill,Le Roy,"seasoned ground beef and cheese topped with lettuce, tomato and cheese with salsa and sour cream on the side"
16055,Senor Antonio's Mexican Restaurante And Cantina,Lewis Center,"a delightful mix of crab and shrimp with green peppers, onion, tomatillo sauce, tomatoes and celery, rolled into a flour tortilla and glazed with cheese sauce. served with mexican rice and pico de gallo"
16056,Senor Antonio's Mexican Restaurante And Cantina,Lewis Center,"a crisp fried flour tortilla bowl filled with plenty of greens, topped with beef or chicken and rice, shredded cheese, tomatoes, guacamole and sour cream"
16058,Chef Anthony's Mediterranean Restaurant,Wantagh,"soft flour tortilla stuffed with chicken, meat, beans, cheese, sauce and topped with red sauce and sour cream"
16128,The Graduate,Chico,"marinated chicken breast or seasoned ground beef, tortilla chips, shredded cheddar, tomato, olives, green onion and sour cream"
16134,Saffire,Franklin,"blackened fish, shaved red cabbage, red onion, cilantro and grilled flour tortillas, served with rice and beans"
16135,Couscous Mediterranean Grill,Salt Lake City,"choice of chicken, shrimp, steak or ground lamb. stuffed with couscous, refried garbanzo beans, avocado, yogurt dill sauce, and charmoula sauce (onions, cilantro, tomato, spices) ."
16138,Abuelo's Mexican Restaurant,Kissimmee,flour tortilla loaded with spicy shredded beef and topped with chile con queso. served with creamy guacamole
16139,Abuelo's Mexican Restaurant,Kissimmee,"your choice of seasoned ground beef with chile con carne or shredded chicken with sour cream sauce, mexican rice, cheese and refried beans, rolled in a large, soft flour tortilla"
16140,Abuelo's Mexican Restaurant,Kissimmee,"slow-roasted shredded pork rolled in a flour tortilla with green chiles and mixed cheeses. topped with green chile sauce and cheese, and a sour cream swirl"
16145,The Jungle Organic Restaurant & Market,Indialantic,"crispy fillo dough stuffed with scrambled eggs, black beans and cheese. topped with homemade salsa and sour cream. served with runch potatoes"
16146,The Jungle Organic Restaurant & Market,Indialantic,"pan seared with lemon, white wine and fresh mango salsa, stuffed in hard corn tortilla shells with lettuce, tomato, onion, cheese and sour cream."
16147,The Jungle Organic Restaurant & Market,Indialantic,"fresh mango salsa, lettuce, tomato, onion and cheese in hard corn tortilla shells, served with sour cream and homemade salsa"
16161,Cafe Sunflower,Atlanta,"black, white and red beans, brown rice, cheddar cheese, bell peppers, corn, onions, tomatoes and cilantro in a flour tortilla, topped with homemade barbecue sauce."
16178,Fat Daddy's Sports & Spirits Cafe,Mansfield,"your choice of shrimp, beef, chicken or pulled pork with monterey jack cheese, pico de gallo, fresh cilantro and chipotle mayo. served on corn tortillas."
16180,Bella Luna Pizzeria,Pensacola,"taco seasoned ground beef, refried beans, salsa, cheddar cheese, onions, topped with fresh chopped lettuce, tomatoes, and sour cream"
16181,Los Agaves Mexican Street Food,Seattle,"a flour tortila wrap served with eggs your choice of meat and fresh salsa, chorizo with eggs and cheese ham with eggs and cheese"
16182,Los Agaves Mexican Street Food,Seattle,"al pastor tacos marinated pork cooked in a vertical broil, served your choice of salsa and diced pineapple, grilled beef steak, served with your choice of salsa chicken adobe, served with your choice of salsa, beef tongue served with fresh salsa platter of 3 tacos"
16184,Salt & Iron,Edmonds,"salami de cacao, jalapenos, peppers, black beans, scrambled eggs, pepper jack, salsa, sour cream, avocado, breakfast potatoes"
16186,Minuteman Pizza,Hilliard,"real mozzarella cheese, fresh salsa, real cheddar cheese, black olives, fresh tomatoes, onions, lettuce, taco seasoned beef or chicken, sour cream."
16201,Ay! Jalisco,Gaithersburg,"our special marinated and grilled choice of beef or chicken coarsely diced, then folded into warm tortillas served with rice, beans, guacamole, pico de gallo and sour cream"
16209,Grandma's K&I Diner,Albuquerque,"2 tacos generously filled with seasoned beef or chicken, cheese, lettuce, tomatoes, beans, and french fries."
16218,La Costa Restaurant,Redwood City,"flour tortilla filled with fresh vegetables, guacamole, sour cream, rice, and beans. covered with enchilada sauce and melted jack cheese"
16225,Salsa's,Evans,"three soft flour, soft corn or crispy corn tortillas filled with mahi mahi, scallions,  tomatoes, garlic and black olives. served with rice and your choice of black or refried beans."
16234,Corner Cafe,Urbandale,"two softshell tacos with tilapia, avocado, lettuce, and our homemade mango salsa. served with your choice of one side."
16235,Corner Cafe,Urbandale,"nacho cheese sauce topped with mozzarella cheese, ground beef, onions, lettuce, cheddar cheese, tomatoes, and taco chips. served with sour cream and taco sauce on the side."
16236,Harpo's Sports Grill,Boulder,"scrambled eggs, shredded cheeses, black beans, chopped bacon, fresh spinach leaves, and diced red onion rolled in a flour tortilla, with spicy chile verde with pork and sour cream"
16237,Harpo's Sports Grill,Boulder,"3 soft flour tortillas with scrambled eggs, fresh homemade salsa and shredded cheeses. served with potato wedges."
16245,Cactus Flower Cafe,Gulf Shores,"mild, flaky fish deliciously seasoned with spices, flash fried, served in creamy lime sauce with jack cheese, shredded cabbage, citrus dressing and pico de gallo on taco shell of your choice. rice and choice of beans."
16267,Stanford Grill - Rockville,Rockville,two tortillas with fresh fish of the day. served with ranch beans and rice with fresh house-made guacamole
16281,El Burrito Cubano,Minneapolis,"make your own burrito with rice, choice of black or pinto beans, and your choice shredded beef, roast beef, roast pork, chicken, or steak"
16284,Jasons Beachside Grille,Kings Beach,"sesame marinated ahi tuna (cooked medium rare) , lettuce, cabbage and sriracha aioli. served open faced on a grilled flour tortilla with cucumber pineapple salsa. served with fries."
16285,The Sandwich Bar,Buena Park,"scrambled eggs, chorizo with cotija cheese, black beans, sliced white cabbage, white kimchi, jack cheese"
16286,The Sandwich Bar,Buena Park,"scrambled eggs, black beans, avocado, white kimchi, vegan chorizo, cherry peppers, jack cheese, hash browns"
16289,"Bartolini's Restaurant, Catering & Banquets",Midlothian,"2 eggs any style, hash browns, onions and peppers with cheddar cheese, crisp bacon wrapped in a tortilla shell with mild salsa and sour cream"
16290,Great Lakes Shipping Co.,Grand Rapids,"your choice of chicken, steak or round beef wrapped in a tortilla and served with lettuce, melted cheese, and pico de gallo"
16329,Reiver's Bar and Grill,Denver,"shredded pork served with pico de gallo, avocado and flour tortillas, served with rice and refried beans"
16330,Reiver's Bar and Grill,Denver,"shrimp tossed in our homemade chipotle sauce served in two flour tortillas, served with black beans, rice and avocado"
16331,Reiver's Bar and Grill,Denver,"pan seared tilapia fillets on flour tortillas with a chipotle aioli, lettuce and tomatoes, served with rice and black beans"
16332,Reiver's Bar and Grill,Denver,"your choice of steak, shrimp or chicken served in corn tortillas with onions, avocado and cilantro, served with refried beans and rice"
16342,Elly's Pancake House,Glenview,"poached eggs on our taco shells with chorizo sausage, crispy potato bits and cheddar cheese. topped with our hollandaise sauce"
16359,Cuban Breezes,Tampa,"seasoned shredded chicken, cheese, rice and a bit of our own havana chicken chili all rolled up in a garlic herb wrap."
16385,Flying Biscuit Cafe West Paces,Atlanta,"bbq chicken, collard greens, sweet onions, red and green peppers and cheddar cheese folded in a sun dried tomato tortilla and topped with red salsa and sour cream."
16386,Flying Biscuit Cafe West Paces,Atlanta,"lightly blackened tilapia filets with lettuce, tomato, red onion spears, cilantro and white cheddar cheese. topped with tomatilla salsa and sour cream."
16387,Flying Biscuit Cafe West Paces,Atlanta,"bbq tofu, collard greens and mushrooms folded in a sun-dried tomato tortilla topped with salsa verde (for those not so vegan, sour cream available upon request)"
16389,Las Americas Super Mercado and Restaurant,Tulsa,"your choice of meat, beans, or cheese baked in a flour tortilla. the result is a soft, warm dish bursting with flavor. a favorite of meat eaters and vegetarians alike."
16390,Las Americas Super Mercado and Restaurant,Tulsa,"this favorite consists of a fried tortilla or soft flour tortilla that is stuffed or rolled with a mixture of carefully seasoned meat, fresh cheese, crisp lettuce, and juicy tomatoes. available in both chicken and beef varieties."
16412,Blue Wave Bar & Grill,San Diego,"flour tortilla filled with your choice of bacon, ham, or sausage, scrambled eggs, potatoes, cheddar and jack cheese, avocado, served with a side of salsa and a cup of fresh fruit"
16417,The Peppery,Sonora,"lightly breaded cod served om flour tortillas with fresh cabbage, lime cilantro and drizzled with our chipotle aioli sauce. choose between either 2 tacos with a side or 3 tacos"
16418,The Novel Cafe,Santa Monica,"three scrambled eggs, black beans, homemade pico de gallo, guacamole, jack cheese and a choice of mexican chorizo or bacon on a flour tortilla with a side of roasted potatoes or fresh fruit"
16420,The Novel Cafe,Santa Monica,"grilled chicken with spicy homemade spread, lettuce, pico de gallo and guacamole with corn tortillas. served with choice of side"
16421,The Novel Cafe,Santa Monica,"seared ahi tuna with homemade wasabi spread, lettuce, pico de gallo and guacamole with corn tortillas. served with choice of side"
16422,The Novel Cafe,Santa Monica,"romaine lettuce, potatoes, black beans, corn, bell peppers, seasonal veggies, fresh pico de gallo, guacamole and cilantro"
16423,The Novel Cafe,Santa Monica,"tofu with black beans,pica de gallo, guacamole and jack cheese on a flour tortilla with a side of roasted potatoes or fresh fruit"
16448,El Taconazo,Chicago,"flour tortilla burrito with your choice of meat, stuffed with rice, beans, pico de gallo, hot sauce and guacamole all inside"
16449,El Taconazo,Chicago,"flour tortilla burrito with your choice of meat, stuffed with rice, beans, pico de gallo, hot sauce and guacamole all inside, then smothered with a spicy red or green sauce, topped with mozarella cheese, lettuce, onions and sour cream"
16490,Taco Bell,California,"a crunchy, corn taco shell filled with seasoned ground beef, crisp shredded lettuce, and fiesta salsa. fresco burrito supreme chicken"
16492,Taco Bell,California,"a crunchy, red corn tortilla shell, filled with seasoned ground beef, crisp shredded lettuce, real cheddar cheese and topped off with cheesy, molten hot lava sauce"
16503,Johnny J's,Casper,"2 eggs scrambled with your choice of ham, bacon, pork sausage or chorizo sausage, diner potatoes, green peppers, onions, tomatoes, topped with green chili and melted pepper jack cheese. served with hashbrowns."
16505,Los Cuates,Albuquerque,"two scrambled eggs wrapped in a thin tortilla, topped with red or green chile and cheese, with a flour tortilla and hash browns"
16506,Los Cuates,Albuquerque,"carne adovada wrapped in a large flour tortilla, topped with red or green chile. includes two sopaipillas and honey"
16507,Los Cuates,Albuquerque,a large flour tortilla filled with beef and seasoned potatoes. topped with red or green chile. includes two sopaipillas and honey
16508,Los Cuates,Albuquerque,"indian style sopaipilla with ground beef, whole beans, red or green chile, shredded cheese, lettuce, tomatoes, onions, and avocado slices."
16509,Los Cuates,Albuquerque,"three soft corn or flour tacos made with seasoned ground beef. smothered with red or green chile, topped with shredded cheese."
16510,Los Cuates,Albuquerque,"three soft com tacos with grilled sirloin steak, bell pepper, and onions, served with guacamole, salsa and pico de gallo."
16512,Los Cuates,Albuquerque,"three fried corn tortillas filled with your choice of beef or chicken, topped with lettuce, tomatoes, and shredded cheese, served with refried beans and rice."
16513,Los Cuates,Albuquerque,"three soft com tacos made with shredded seasoned pork, green chile, onion, and tomato, served with salsa, refried beans, and spanish rice"
16514,Eden Cafe,Spring,"two scrambles eggs with choice of ham, apple wood smoked bacon or eden sausage and cheese rolled in two flour tortillas served with refried beans and housemade salsa"
16515,Eden Cafe,Spring,three corn tortillas filled with grilled tilapia and lettuce and topped with our housemade cilantro cream sauce. served with spanish rice and your choice of one vegetable side
16539,Joe's Pizza,Paris,"hamburger, shredded cheese, lettuce, tomato and crushed tortilla chips. served with a side of sour cream and salsa"
16540,America's Bar,Hoffman Estates,"our hand-crafted burrito starts with a large flour tortilla then stuffed with loads of our marinated steak, slow-cooked beans, shredded cheddar cheese blend, and our one-of-a-kind homemade seasoned rice."
16543,Acitron Cocina Mexicana,Arlington,"three soft corn tortillas - with your choice of chile verde, al pastor and cochinita pibil garnished with fresh cilantro and chopped onions. served with pico de gallo"
16545,Bell & Whistle,Hopewell,"seasonal fish selection, creamy red chile sauce, shredded cabbage, shredded cheddar cheese and pico de gallo"
16546,Duke's  Mesquite Broiler,Temecula,"meat, scrambled eggs. cheese, rice and sauce wrapped in a flour tortilla served with refried beans on the side (chorizo, chicken or beef)"
16547,Duke's  Mesquite Broiler,Temecula,"2 tacos on flour tortillas, white chicken breast, shredded lettuce, pico de gallo cheese, sauce and avocado"
16552,Duke's  Mesquite Broiler,Temecula,mesquite broiled mahi on jour choice of corn or flour tortillas with cabbage and cheese - sauce on the side
16556,Duke's  Mesquite Broiler,Temecula,"shredded lettuce, cheese, rice, refried beans, pico de gallo and taco sauce - served with a side of cabbage salad"
16566,Taco Spot,Arlington,"golden lager battered fresh cod fried to a crisp served on a yellow corn tortilla and then topped with our home made tartar spread, tangy mango salsa and cabbage"
16577,Casa Escobar,Westlake Village,"two crispy tacos with your choice of shredded chicken breast, ground beef or shredded beef with tomato, lettuce, onions, cilantro and avocado."
16591,Park Street Grille,Rockland,"fried maine shrimp and scallops tossed in a jerk sauce, with avocado, shredded lettuce, jack cheese, tomato, and fresh cilantro served with black beans and rice"
16592,Park Street Grille,Rockland,"your choice of shredded beef, pulled pork, park street chicken or ground sirloin hand-rolled in a flour tortilla with rice, beans, cheese and lettuce. topped with sour cream and house salsa"
16593,Park Street Grille,Rockland,"lightly fried served with jack cheeses, a roasted tomatillo salsa, spicy remoulade, shredded lettuce, and fresh cilantro on griddled tortillas served with black beans and rice"
16609,North End Bar & Grill,Hermosa Beach,"three eggs, bacon, pork sausage links, roasted red peppers, caramelized onion, hash brown potatoes, rice and beans. covered with housemade ranchero sauce"
16612,Superstition Springs Golf Club,Mesa,"atlantic cod on soft tortillas dressed with cabbage, roasted com. and cilantro. served with chips and salsa."
16643,Taco Mex Restaurant,Boston,"grilled chicken or steak, onions, guacamole, sour cream, lettuce and monterey cheese on a crispy flour tortilla sheell"
16650,Wild Pitch Sports Bar,Frisco,"3 brisket tacos in corn tortillas with diced yellow onions, shredded lettuce, sliced avocado and homemade salsa served with cilantro rice"
16651,Wild Pitch Sports Bar,Frisco,"2 soft flour tortillas filled with tilapia, chicken or beef, topped with lettuce tomatoes. mixed cheese and grilled onions served with mexican rice, refried beans, sour cream and pico de gallo"
16657,Taco Rosa Mexico City Cuisine - Irvine,Irvine,"charbroiled steak, pinto beans, and a blend of cheeses in a flour tortilla topped with guajillo sauce and melted cheese. served with mexican rice, guacamole, sour cream, and escabeche"
16658,Taco Rosa Mexico City Cuisine - Irvine,Irvine,"tender octopus marinated in lime with red onion, serrano, tomato and cilantro, presented in corn shell tacos"
16660,Taco Rosa Mexico City Cuisine - Irvine,Irvine,"a trio of skirt steak tacos, sauteed with mushrooms and onion, topped with flamed brie cheese. served with tomatillo salsa, pinto beans de la olla and arroz mexicano"
16661,Four Daughters Kitchen,Manhattan Beach,"two grilled fish, chicken or steak tacos on corn tortillas with pico de gallo, sour cream and avocado served with your choice of shoestring fries, sweet fries, coleslaw or a side salad"
16662,Four Daughters Kitchen,Manhattan Beach,"4dk chorizo blend, with diced onions and peppers, scrambled eggs, jack cheese, tomatillo salsa on two corn tortillas"
16663,Four Daughters Kitchen,Manhattan Beach,"three eggs, 4dk chorizo blend with diced onions and peppers, jack cheese, avocado and salsa in a flour tortillas"
16667,Avenue CafÃ© & Lounge - Holiday Inn Central,Washington,"two grade a eggs scrambled with onion, peppers, bacon, breakfast potatoes and shredded cheese stuffed into a warm flour tortilla"
16668,Mexicali Blue,New Paltz,"grilled pork loin marinated with achiote spice and orange juice, vegetable fried rice and black beans, sauteed onions and pineapple, guacamole and coconut aioli in a 12 inch shell"
16671,Mexicali Blue,New Paltz,"grilled cajun catfish, vegetable rice, beans, red onion, cilantro, lime, pico de gallo and herb sour cream"
16673,Mexicali Blue,New Paltz,"grilled chicken breast, vegetable rice, beans, guacamole, jack cheese, red onion, cilantro and herb sour cream"
16676,Mexicali Blue,New Paltz,"grilled portabello and squash with vegetable rice, black beans, guacamole, red onions, cilantro, a lime and raspberry aioli"
16678,Mexicali Blue,New Paltz,"mango salsa, pico de gallo, cabbage, cilantro, herb sour cream, jicama, lime juice, jalapenos, tomatoes, red onion"
16684,Mexicali Blue,New Paltz,"teriyaki and sesame marinated tuna, shredded cabbage, guacamole, wasabi aioli and lime in a blue corn tortilla"
16685,Mexicali Blue,New Paltz,"grilled portobello, vegetable rice, beans, guacamole, red onion, jack cheese, crushed tortilla and herb sour cream"
16697,Tacos Guadalajara Inc,Stamford,"pork and bean filled tortilla with cilantro, onions, lettuce and tomatoes served with rice, beans and trimmings"
16698,Tacos Guadalajara Inc,Stamford,"a beef, chicken or bean filled tortilla with lettuce tomatoes, cheese and sour cream, served with rice, beans and trimmings"
16700,Tacos Guadalajara Inc,Stamford,"1taco, 1 burrito (beef or chicken) , with lettuce, tomatoes and cheese served with rice, beans and trimmings"
16701,Tacos Guadalajara Inc,Stamford,"1 taco, 1 burrito (beef or chicken) , with lettuce, tomatoes and cheese served with rice, beans and trimmings"
16716,Wahoo's Fish Taco,Pasadena,"banzai veggies with choice of filling with rice (white or brown) , beans (black or cajun white) and salsa"
16724,Eighty Eight The Elms,Excelsior Springs,"scrambled egg whites, black beans, queso fresco, fresh cilantro, red onion, scallions, red bell pepper, wrapped in a whole wheat tortilla, topped with salsa verde"
16727,Huckleberrys,Greenville,"a big crispy tortilla shell piled full with seasoned ground beef, tomatoes, onion, shredded cheese, fresh lettuce, black olives with salsa and sour cream"
16743,Buckhead Mountain Grill - Bellevue,Bellevue,"giant flour tortilla stuffed with cheddar and monterey jack cheese, black beans, chicken, black bean sauce, queso, sour cream, lettuce, pico de gallo"
16750,Alibis,Indianapolis,"fresh greens crowned with a fried flour tortilla and topped with diced tomatoes, onions, black olives, mixed cheeses and guacamole.with your choice of beef or chicken."
16761,Toni's 24hr Restaurant,Arcata,"comes with chorea of meat, country potatoes, cheese. and eggs, rolled into a flour tortilla salsa and sour cream on the side."
16776,Benito's Taco Shop,Los Angeles,"lean, juicy hand-shredded beef, covered with fresh lettuce and topped with real cheddar and enchilado cheese, served in a crisp corn tortilla."
16777,Benito's Taco Shop,Los Angeles,"succulent hand-shredded pork, grilled then smothered with fresh,  homemade guacamole, salsa mexicana, rice and refried beans"
16778,Benito's Taco Shop,Los Angeles,"succulent hand-shredded pork, grilled then smothered with our fresh, homemade guacamole and salsa mexicana, wrapped in a warm, soft corn tortilla"
16780,Benito's Taco Shop,Los Angeles,"tender chunks of slow marinated chicken breast, covered with fresh lettuce and topped with real cheddar and enchilado cheese, served in a crispy corn tortilla (soft tortilla available upon request) ."
16781,Benito's Taco Shop,Los Angeles,"battered fillets of icelandic cod, covered with a tangy dressing, fresh cabbage and salsa mexicana, wrapped in a warm, soft corn tortilla"
16782,Harbor House Cafe,Sunset Beach,"stuffed with chunks of top sirloin, jack and cheddar cheese, tomatoes and onions, topped with ranchero sauce"
16784,Harbor House Cafe,Sunset Beach,"lightly battered alaskan cod, served inside two flour tortillas, stuffed with cabbage, onions and guacamole, served with sour cream and salsa"
16786,Cesca's Margarita Bar and Grill,Chicago,"flour tortilla filled with beans, chihuahua cheese, lettuce, tomatoes, sour cream, and your choice of chicken breast, steak, picadillo or pastor (seasoned pork)"
16787,Cesca's Margarita Bar and Grill,Chicago,"two corn (soft or hard) or flour tortilla tacos topped with lettuce, tomato, queso fresco or just cilantro and or onions, filled with your choice of chicken breast, steak, ground beef or pork. served with rice and beans"
16809,Zembie's Sports Tavern,Harrisburg,"freshly fried com chips covered with taco sauce, chilly shredded lettuce tomatoes, cheddar cheese scallions and sweet red peppers"
16810,Boston Deli,Salt Lake City,"a cool blend of our fresh salad mix on top of a bed or tortilla chips, then topped with our hot chili and served with diced tomatoes, grated cheddar cheese, diced onion and sliced olives. (a baci roll is not served with this salad.)"
16813,Taco Casa,Cincinnati,"one of our most flavorful and favorite burritos. grilled chicken, mexican sausage, onions, rice, lettuce, tomatoes and a creamy cheese sauce."
16815,Cactus Fresh,Encino,"your choice oi perfectly seasoned charbroiled chicken or steak, rice, black or pinto beans, chopped onion and cilantro and hot or mild salsa"
16816,Cactus Fresh,Encino,"fresh lettuce with guacamole, tomato, onion, cilantro, sour cream, rice, cheese, black or pinto beans. and our freshly made salsa"
16817,Cactus Fresh,Encino,"sauteed mushrooms, green bell peppers, tomatoes, onions, jack cheese, guacamole, served in an extra large soft flour tortilla, chicken or steak"
16818,Cactus Fresh,Encino,"your choice of perfectly seasoned charbroiled chicken or steak served in an extra large soft flour tortilla with jack cheese, guacamole and freshly made pico de gallo salsa"
16819,Texifornia Tamale Company,Lake Arrowhead,get your trio bunny style (wrapped in lettuce vs tortillas) for only a buck build your tacos out of al pastor for a small charge.
16840,El Indio Tortilla Factory,Redondo Beach,"crispy. shredded lettuce and cheese. choice of carne asada, beef barbacoa, shredded or grilled chicken breast and carnitas."
16852,Paisano Restaurant & Bar,Waltham,"burrito stuffed with onions, peppers, cheese, fajita chicken or beef. served with rice, beans, sour cream and guacamole."
16853,Paisano Restaurant & Bar,Waltham,"rolled corn tortillas stuffed with guatemalan beef and vegetables, topped with tangy carrot and cabbage curtido with a special sauce and grated cheese."
16854,Paisano Restaurant & Bar,Waltham,"two soft corn tortillas with a choice of asada carnitas, pastor, lengua, or chicken. cilantro and onions."
16855,Paisano Restaurant & Bar,Waltham,"choice of asada, carnitas, pastor, lengua or chicken. with cheese, lettuce, pico de gallo and sour cream."
16856,Paisano Restaurant & Bar,Waltham,"large flour tortilla filled with rice, cheese, lettuce, pico de gallo, sour cream, sauteed onions and peppers dipped in your choice of red, green or mole sauce. served with beans."
16862,7M Grill,Omaha,"flour tortillas filled with sauteed shrimp, scrambled eggs, queso fresco, pico da gallo, served with black bean sauce cilantro rice"
16864,La Boulangerie Lopez,Brooklyn,"cajun grilled chicken, rice and beans, pico de gallo and avocado wrapped in a flour tortilla. served with mixed green salad, tomatillo sauce and sour cream."
16866,Chipotle Mexican Grill,San Francisco,"flour tortilla with your choice of meat or fritas, rice, beans or fajita veggies, salsa, guacamole, and sour cream or cheese. side meat fritas rice beans fajita veggies salsa guacamole sour cream cheese"
16867,Chipotle Mexican Grill,San Francisco,"served in a bowl with your choice of meat or fritas, rice, beans or fajita veggies, salsa, guacamole, and sour cream or cheese. side meat fritas rice beans fajita veggies salsa guacamole sour cream cheese"
16868,Chipotle Mexican Grill,San Francisco,"fill three crispy corn shells with your choice of meat or fritas, salsa, guacamole, sour cream or cheese, and romaine lettuce. side meat fritas rice beans fajita veggies salsa guacamole sour cream cheese"
